"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Survey","Frass.mass..mg.","Frass.number","Notes"
"Botanical Garden","7/10/2018",08:54:00,"7/13/2018",09:31:00,"6DCM",17.4,36,NA
"Botanical Garden","7/10/2018",09:36:00,"7/13/2018",08:43:00,"1DBN",74.5,70,NA
"Botanical Garden","7/10/2018",09:05:00,"7/13/2018",09:28:00,"5DCI",18.2,26,NA
"Botanical Garden","7/10/2018",09:27:00,"7/13/2018",08:55:00,"2DBR",9.5,35,NA
"Botanical Garden","7/10/2018",09:39:00,"7/13/2018",08:47:00,"1DBD",29.3,37,NA
"Prairie Ridge","7/12/2018",09:03:00,"7/16/2018",09:37:00,"7DAL",14.9,28,NA
"Prairie Ridge","7/12/2018",09:33:00,"7/16/2018",09:07:00,"11DBF",69,54,NA
"Prairie Ridge","7/12/2018",09:11:00,"7/16/2018",09:29:00,"11DBB",31.2,66,NA
"Prairie Ridge","7/12/2018",09:16:00,"7/16/2018",NA,"6DAD",16.5,52,NA
"Prairie Ridge","7/12/2018",09:59:00,"7/16/2018",08:45:00,"10DAX",35,300,NA
"Prairie Ridge","7/12/2018",09:36:00,"7/16/2018",09:10:00,"3CZP",62.5,100,NA
"Prairie Ridge","7/12/2018",09:42:00,"7/16/2018",09:02:00,"2CZI",9.9,77,NA
"Prairie Ridge","7/12/2018",09:31:00,"7/16/2018",09:13:00,"4CZS",5.1,38,NA
"Prairie Ridge","7/12/2018",09:55:00,"7/16/2018",08:49:00,"9DAV",34.8,94,NA
"Prairie Ridge","7/12/2018",09:48:00,"7/16/2018",08:59:00,"1CZE",18.7,68,NA
"Prairie Ridge","7/12/2018",09:19:00,"7/16/2018",09:23:00,"12DBH",38.2,32,NA
"Prairie Ridge","7/12/2018",09:24:00,"7/16/2018",09:19:00,"5DAA",86.5,80,NA
"Botanical Garden","7/13/2018",09:40:00,"7/17/2018",09:18:00,"7DCT",72.4,223,NA
"Botanical Garden","7/13/2018",09:43:00,"7/17/2018",09:21:00,"7DCQ",34.4,96,NA
"Botanical Garden","7/13/2018",09:50:00,"7/17/2018",09:14:00,"8DCV",35.7,69,NA
"Botanical Garden","7/13/2018",09:36:00,"7/17/2018",09:27:00,"6DCN",31.5,69,NA
"Botanical Garden","7/13/2018",09:48:00,"7/17/2018",09:11:00,"8DCW",21.2,69,NA
"Botanical Garden","7/13/2018",09:16:00,"7/17/2018",09:39:00,"4DCD",24,47,NA
"Botanical Garden","7/13/2018",09:26:00,"7/17/2018",09:31:00,"5DCF",10.8,31,NA
"Botanical Garden","7/13/2018",09:20:00,"7/17/2018",09:42:00,"4DCE",9.3,20,NA
"Botanical Garden","7/13/2018",09:05:00,"7/17/2018",09:45:00,"3DBY",43.4,82,NA
"Botanical Garden","7/13/2018",08:53:00,"7/17/2018",09:55:00,"2DBS",63,150,NA
"Botanical Garden","7/13/2018",09:09:00,"7/17/2018",09:47:00,"3DBV",43.5,71,NA
"Botanical Garden","7/13/2018",09:32:00,"7/17/2018",09:25:00,"6DCM",24.8,39,NA
"Botanical Garden","7/13/2018",08:44:00,"7/17/2018",10:00:00,"1DBN",18.2,45,NA
"Botanical Garden","7/13/2018",09:29:00,"7/17/2018",09:33:00,"5DCI",18.3,43,NA
"Botanical Garden","7/13/2018",08:56:00,"7/17/2018",09:52:00,"2DBR",8.2,40,NA
"Botanical Garden","7/13/2018",08:48:00,"7/17/2018",10:03:00,"1DBD",32,80,NA
