RecordID	Date	Stateroutestop	Station	SurvType	TreeSpecies	LeafArea_pixels	RefArea_pixels	MeasuredFrom	RefType	RefArea_cm2	SpatialUncertainty	Notes	DataEntry
610.00	6/15/2010 0:00:00	8890029.00	4a	V	CARY	1741381.00	8409151.00	trace	8.5x11sheet	603.22			AF
611.00	6/15/2010 0:00:00	8890029.00	4b	V	PRSE	400996.00	8409151.00	trace	8.5x11sheet	603.22			AF
612.00	6/10/2011 0:00:00	8890029.00	A	V	KALA	243892.00	8409151.00	trace	8.5x11sheet	603.22			AF
613.00	7/7/2011 0:00:00	8890029.00	A	V	KALA	186493.00	8409151.00	trace	8.5x11sheet	603.22			AF
614.00	6/10/2011 0:00:00	8890029.00	B	V	PRUN	336926.00	8409151.00	trace	8.5x11sheet	603.22			AF
615.00	7/7/2011 0:00:00	8890029.00	B	V	BELE	405173.00	8409151.00	trace	8.5x11sheet	603.22			AF
616.00	6/1/2011 0:00:00	8890029.00	C	V	KALA	188235.00	8409151.00	trace	8.5x11sheet	603.22			AF
617.00	6/10/2011 0:00:00	8890029.00	C	V	KALA	445649.00	8409151.00	trace	8.5x11sheet	603.22			AF
618.00	7/7/2011 0:00:00	8890029.00	C	V	KALA	219064.00	8409151.00	trace	8.5x11sheet	603.22			AF
619.00	6/1/2011 0:00:00	8890029.00	D	V	KALA	232942.00	8409151.00	trace	8.5x11sheet	603.22			AF
620.00	6/10/2011 0:00:00	8890029.00	D	V	QUMO	1398547.00	8409151.00	trace	8.5x11sheet	603.22			AF
621.00	7/7/2011 0:00:00	8890029.00	D	V	KALA	213933.00	8409151.00	trace	8.5x11sheet	603.22			AF
622.00	6/1/2011 0:00:00	8890029.00	E	V	CADE	1101050.00	8409151.00	trace	8.5x11sheet	603.22			AF
623.00	6/1/2011 0:00:00	8890029.00	E	V	QUMO	811808.00	8409151.00	trace	8.5x11sheet	603.22			AF
624.00	6/10/2011 0:00:00	8890029.00	E	V	KALA	271479.00	8409151.00	trace	8.5x11sheet	603.22			AF
625.00	7/7/2011 0:00:00	8890029.00	E	V	CADE	852947.00	8409151.00	trace	8.5x11sheet	603.22			AF
626.00	6/10/2011 0:00:00	8890029.00	F	V	KALA	228152.00	8409151.00	trace	8.5x11sheet	603.22			AF
627.00	7/7/2011 0:00:00	8890029.00	F	V	KALA	260418.00	8409151.00	trace	8.5x11sheet	603.22			AF
628.00	6/1/2011 0:00:00	8890029.00	G	V		391259.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
629.00	6/10/2011 0:00:00	8890029.00	G	V	PRSE	380880.00	8409151.00	trace	8.5x11sheet	603.22			AF
630.00	6/19/2011 0:00:00	8890029.00	G	V	ACRU	485247.00	8409151.00	trace	8.5x11sheet	603.22			AF
631.00	7/7/2011 0:00:00	8890029.00	G	V	PRSE	317988.00	8409151.00	trace	8.5x11sheet	603.22			AF
632.00	6/1/2011 0:00:00	8890029.00	H	V	BELE	380296.00	8409151.00	trace	8.5x11sheet	603.22			AF
633.00	6/10/2011 0:00:00	8890029.00	H	V	BELE	199155.00	8409151.00	trace	8.5x11sheet	603.22			AF
634.00	6/19/2011 0:00:00	8890029.00	H	V	BELE	272776.00	8409151.00	trace	8.5x11sheet	603.22			AF
635.00	6/28/2011 0:00:00	8890029.00	H	V		373691.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
636.00	7/7/2011 0:00:00	8890029.00	H	V	FAGR	339846.00	8409151.00	trace	8.5x11sheet	603.22			AF
637.00	6/1/2011 0:00:00	8890029.00	I	V	CARY	1228764.00	8409151.00	trace	8.5x11sheet	603.22			AF
638.00	6/29/2011 0:00:00	8890029.00	I	V		296067.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
639.00	7/7/2011 0:00:00	8890029.00	I	V	ROPS	164530.00	8409151.00	trace	8.5x11sheet	603.22			AF
640.00	6/1/2011 0:00:00	8890029.00	J	V	CARY	927135.00	8409151.00	trace	8.5x11sheet	603.22			AF
641.00	6/28/2011 0:00:00	8890029.00	J	V	CARY	1558048.00	8409151.00	trace	8.5x11sheet	603.22			AF
642.00	7/7/2011 0:00:00	8890029.00	J	V	CAGL	908052.00	8409151.00	trace	8.5x11sheet	603.22			AF
643.00	6/19/2011 0:00:00	8890029.00	K	V	PRSE	313283.00	8409151.00	trace	8.5x11sheet	603.22			AF
644.00	6/29/2011 0:00:00	8890029.00	K	V	CARY	1241859.00	8409151.00	trace	8.5x11sheet	603.22		species: casp	AF
645.00	7/7/2011 0:00:00	8890029.00	K	V	SYOR	72707.00	8409151.00	trace	8.5x11sheet	603.22		coral berry	AF
646.00	6/1/2011 0:00:00	8890029.00	L	V	ACPE	2094473.00	8409151.00	trace	8.5x11sheet	603.22			AF
647.00	6/19/2011 0:00:00	8890029.00	L	V	MAAC	1394078.00	8409151.00	trace	8.5x11sheet	603.22			AF
648.00	6/28/2011 0:00:00	8890029.00	L	V	LITU	1447197.00	8409151.00	trace	8.5x11sheet	603.22			AF
649.00	7/7/2011 0:00:00	8890029.00	L	V	LITU	1471415.00	8409151.00	trace	8.5x11sheet	603.22			AF
650.00	6/1/2011 0:00:00	8890029.00	M	V	TIAM	553991.00	8409151.00	trace	8.5x11sheet	603.22			AF
651.00	6/10/2011 0:00:00	8890029.00	M	V	HAVI	886316.00	8409151.00	trace	8.5x11sheet	603.22			AF
652.00	6/28/2011 0:00:00	8890029.00	M	V	HAVI	805210.00	8409151.00	trace	8.5x11sheet	603.22			AF
653.00	7/7/2011 0:00:00	8890029.00	M	V	HAVI	710631.00	8409151.00	trace	8.5x11sheet	603.22			AF
654.00	6/1/2011 0:00:00	8890029.00	N	V	HAVI	1521813.00	8409151.00	trace	8.5x11sheet	603.22			AF
655.00	6/10/2011 0:00:00	8890029.00	N	V	HAVI	730759.00	8409151.00	trace	8.5x11sheet	603.22			AF
656.00	6/19/2011 0:00:00	8890029.00	N	V	HAVI	840840.00	8409151.00	trace	8.5x11sheet	603.22			AF
657.00	7/7/2011 0:00:00	8890029.00	N	V	HAVI	875007.00	8409151.00	trace	8.5x11sheet	603.22			AF
658.00	6/1/2011 0:00:00	8890029.00	O	V	HAVI	580072.00	8409151.00	trace	8.5x11sheet	603.22			AF
659.00	6/10/2011 0:00:00	8890029.00	O	V	HAVI	898570.00	8409151.00	trace	8.5x11sheet	603.22			AF
660.00	6/19/2011 0:00:00	8890029.00	O	V	HAVI	861608.00	8409151.00	trace	8.5x11sheet	603.22			AF
661.00	7/7/2011 0:00:00	8890029.00	O	V	HAVI	832009.00	8409151.00	trace	8.5x11sheet	603.22			AF
662.00	6/1/2011 0:00:00	8890029.00	P	V	HAVI	823750.00	8409151.00	trace	8.5x11sheet	603.22			AF
663.00	6/10/2011 0:00:00	8890029.00	P	V	HAVI	1052613.00	8409151.00	trace	8.5x11sheet	603.22			AF
664.00	7/7/2011 0:00:00	8890029.00	P	V	HAVI	553704.00	8409151.00	trace	8.5x11sheet	603.22			AF
665.00	7/7/2011 0:00:00	8890029.00	P	V	HAVI	619757.00	8409151.00	trace	8.5x11sheet	603.22			AF
666.00	6/1/2011 0:00:00	8890029.00	Q	V	HAVI	495397.00	8409151.00	trace	8.5x11sheet	603.22			AF
667.00	6/10/2011 0:00:00	8890029.00	Q	V	HAVI	659798.00	8409151.00	trace	8.5x11sheet	603.22			AF
668.00	6/19/2011 0:00:00	8890029.00	Q	V	HAVI	370012.00	8409151.00	trace	8.5x11sheet	603.22			AF
669.00	6/1/2011 0:00:00	8890029.00	R	V	HAVI	275399.00	8409151.00	trace	8.5x11sheet	603.22			AF
670.00	6/10/2011 0:00:00	8890029.00	R	V	QUMO	1249062.00	8409151.00	trace	8.5x11sheet	603.22			AF
671.00	7/7/2011 0:00:00	8890029.00	R	V	ACRU	597575.00	8409151.00	trace	8.5x11sheet	603.22			AF
672.00	6/16/2010 0:00:00	8890223.00	1a	V	CARY	1249973.00	8409151.00	trace	8.5x11sheet	603.22			AF
673.00	6/16/2010 0:00:00	8890223.00	1b	V	SAAL	779036.00	8409151.00	trace	8.5x11sheet	603.22			AF
674.00	6/16/2010 0:00:00	8890223.00	2a	V	HAVI	717911.00	8409151.00	trace	8.5x11sheet	603.22			AF
675.00	6/16/2010 0:00:00	8890223.00	2b	V	CAFL	447170.00	8409151.00	trace	8.5x11sheet	603.22			AF
676.00	6/16/2010 0:00:00	8890223.00	3a	V	ACSP	578304.00	8409151.00	trace	8.5x11sheet	603.22			AF
677.00	6/16/2010 0:00:00	8890223.00	3b	V	CECA	583548.00	8409151.00	trace	8.5x11sheet	603.22			AF
678.00	6/16/2010 0:00:00	8890223.00	4a	V	AMAR	470028.00	8409151.00	trace	8.5x11sheet	603.22			AF
679.00	6/16/2010 0:00:00	8890223.00	4b	V	QUAL	919481.00	8409151.00	trace	8.5x11sheet	603.22			AF
680.00	6/2/2011 0:00:00	8890223.00	A	V	CECA	1038241.00	8409151.00	trace	8.5x11sheet	603.22			AF
681.00	6/11/2011 0:00:00	8890223.00	A	V	NYSY	381179.00	8409151.00	trace	8.5x11sheet	603.22			AF
682.00	7/8/2011 0:00:00	8890223.00	A	V	NYSY	484251.00	8409151.00	trace	8.5x11sheet	603.22			AF
683.00	6/2/2011 0:00:00	8890223.00	B	V	ACSA	706527.00	8409151.00	trace	8.5x11sheet	603.22			AF
684.00	7/8/2011 0:00:00	8890223.00	B	V	MAAC	1722232.00	8409151.00	trace	8.5x11sheet	603.22			AF
685.00	6/2/2011 0:00:00	8890223.00	C	V	LIBE	383102.00	8409151.00	trace	8.5x11sheet	603.22			AF
686.00	7/8/2011 0:00:00	8890223.00	C	V	NYSY	528191.00	8409151.00	trace	8.5x11sheet	603.22			AF
687.00	6/2/2011 0:00:00	8890223.00	D	V	SAAL	1396646.00	8409151.00	trace	8.5x11sheet	603.22			AF
688.00	6/11/2011 0:00:00	8890223.00	D	V	NYSY	395071.00	8409151.00	trace	8.5x11sheet	603.22			AF
689.00	6/2/2011 0:00:00	8890223.00	E	V	CECA	815961.00	8409151.00	trace	8.5x11sheet	603.22			AF
690.00	7/8/2011 0:00:00	8890223.00	E	V	NYSY	545078.00	8409151.00	trace	8.5x11sheet	603.22			AF
691.00	6/2/2011 0:00:00	8890223.00	F	V	SAAL	626380.00	8409151.00	trace	8.5x11sheet	603.22			AF
692.00	6/11/2011 0:00:00	8890223.00	F	V	SAAL	1324617.00	8409151.00	trace	8.5x11sheet	603.22			AF
693.00	7/8/2011 0:00:00	8890223.00	F	V	SAAL	1392464.00	8409151.00	trace	8.5x11sheet	603.22			AF
694.00	7/8/2011 0:00:00	8890223.00	F	V	NYSY	535419.00	8409151.00	trace	8.5x11sheet	603.22			AF
695.00	6/2/2011 0:00:00	8890223.00	G	V		436112.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
696.00	6/11/2011 0:00:00	8890223.00	G	V	ACRU	826889.00	8409151.00	trace	8.5x11sheet	603.22			AF
697.00	6/29/2011 0:00:00	8890223.00	G	V	FRPE	429778.00	8409151.00	trace	8.5x11sheet	603.22			AF
698.00	7/8/2011 0:00:00	8890223.00	G	V	MAAC	1675127.00	8409151.00	trace	8.5x11sheet	603.22			AF
699.00	6/29/2011 0:00:00	8890223.00	H	V	ACSA	617986.00	8409151.00	trace	8.5x11sheet	603.22			AF
700.00	7/8/2011 0:00:00	8890223.00	H	V	ACSA	777738.00	8409151.00	trace	8.5x11sheet	603.22			AF
701.00	6/2/2011 0:00:00	8890223.00	I	V		127194.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
702.00	6/11/2011 0:00:00	8890223.00	I	V	FAGR	316550.00	8409151.00	trace	8.5x11sheet	603.22			AF
703.00	6/29/2011 0:00:00	8890223.00	I	V	FRPE	424929.00	8409151.00	trace	8.5x11sheet	603.22			AF
704.00	7/8/2011 0:00:00	8890223.00	I	V	FRPE	650902.00	8409151.00	trace	8.5x11sheet	603.22			AF
705.00	6/2/2011 0:00:00	8890223.00	J	V	SAAL	775621.00	8409151.00	trace	8.5x11sheet	603.22			AF
706.00	6/11/2011 0:00:00	8890223.00	J	V	MAAC	1865663.00	8409151.00	trace	8.5x11sheet	603.22			AF
707.00	6/29/2011 0:00:00	8890223.00	J	V	CECA	688671.00	8409151.00	trace	8.5x11sheet	603.22			AF
708.00	7/8/2011 0:00:00	8890223.00	J	V	CACA	441309.00	8409151.00	trace	8.5x11sheet	603.22			AF
709.00	6/2/2011 0:00:00	8890223.00	K	V	BELE	328152.00	8409151.00	trace	8.5x11sheet	603.22			AF
710.00	6/29/2011 0:00:00	8890223.00	K	V	NYSY	1188224.00	8409151.00	trace	8.5x11sheet	603.22			AF
711.00	7/8/2011 0:00:00	8890223.00	K	V	AMAR	458500.00	8409151.00	trace	8.5x11sheet	603.22			AF
712.00	6/2/2011 0:00:00	8890223.00	L	V	PRSE	152517.00	8409151.00	trace	8.5x11sheet	603.22			AF
713.00	6/11/2011 0:00:00	8890223.00	L	V	SAAL	1608702.00	8409151.00	trace	8.5x11sheet	603.22			AF
714.00	6/29/2011 0:00:00	8890223.00	L	V	FRPE	607009.00	8409151.00	trace	8.5x11sheet	603.22			AF
715.00	7/8/2011 0:00:00	8890223.00	L	V	AMAR	599146.00	8409151.00	trace	8.5x11sheet	603.22			AF
716.00	6/2/2011 0:00:00	8890223.00	M	V	LIBE	346880.00	8409151.00	trace	8.5x11sheet	603.22			AF
717.00	6/11/2011 0:00:00	8890223.00	M	V	NYSY	430355.00	8409151.00	trace	8.5x11sheet	603.22			AF
718.00	6/29/2011 0:00:00	8890223.00	M	V	CAGL	690235.00	8409151.00	trace	8.5x11sheet	603.22			AF
719.00	7/8/2011 0:00:00	8890223.00	M	V	FRPE	496907.00	8409151.00	trace	8.5x11sheet	603.22			AF
720.00	6/2/2011 0:00:00	8890223.00	N	V	COFL	408500.00	8409151.00	trace	8.5x11sheet	603.22			AF
721.00	6/11/2011 0:00:00	8890223.00	N	V	QUMO	815961.00	8409151.00	trace	8.5x11sheet	603.22			AF
722.00	6/29/2011 0:00:00	8890223.00	N	V	COFL	261400.00	8409151.00	trace	8.5x11sheet	603.22			AF
723.00	7/8/2011 0:00:00	8890223.00	N	V	NYSY	726687.00	8409151.00	trace	8.5x11sheet	603.22			AF
724.00	6/2/2011 0:00:00	8890223.00	O	V	SAAL	1273217.00	8409151.00	trace	8.5x11sheet	603.22			AF
725.00	6/11/2011 0:00:00	8890223.00	O	V	SAAL	1780725.00	8409151.00	trace	8.5x11sheet	603.22			AF
726.00	6/29/2011 0:00:00	8890223.00	O	V	HAVI	506300.00	8409151.00	trace	8.5x11sheet	603.22			AF
727.00	7/8/2011 0:00:00	8890223.00	O	V	ACPE	332816.00	8409151.00	trace	8.5x11sheet	603.22			AF
728.00	6/11/2011 0:00:00	8890223.00	P	V	ACSA	626380.00	8409151.00	trace	8.5x11sheet	603.22			AF
729.00	6/29/2011 0:00:00	8890223.00	P	V	SAAL	1001156.00	8409151.00	trace	8.5x11sheet	603.22			AF
730.00	7/8/2011 0:00:00	8890223.00	P	V	ROPS	125068.00	8409151.00	trace	8.5x11sheet	603.22			AF
731.00	6/2/2011 0:00:00	8890223.00	Q	V	AMAR	195010.00	8409151.00	trace	8.5x11sheet	603.22			AF
732.00	6/11/2011 0:00:00	8890223.00	Q	V	ACRU	513446.00	8409151.00	trace	8.5x11sheet	603.22			AF
733.00	6/29/2011 0:00:00	8890223.00	Q	V	ACRU	906541.00	8409151.00	trace	8.5x11sheet	603.22			AF
734.00	7/8/2011 0:00:00	8890223.00	Q	V	ACRU	633773.00	8409151.00	trace	8.5x11sheet	603.22			AF
735.00	6/2/2011 0:00:00	8890223.00	R	V	COFL	492193.00	8409151.00	trace	8.5x11sheet	603.22			AF
736.00	6/11/2011 0:00:00	8890223.00	R	V	AMAR	409677.00	8409151.00	trace	8.5x11sheet	603.22			AF
737.00	6/29/2011 0:00:00	8890223.00	R	V	ACSA	695916.00	8409151.00	trace	8.5x11sheet	603.22			AF
738.00	7/8/2011 0:00:00	8890223.00	R	V	OSVI	527220.00	8409151.00	trace	8.5x11sheet	603.22			AF
739.00	6/8/2010 0:00:00	8890236.00	1a	V	QURU	1040956.00	8409151.00	trace	8.5x11sheet	603.22			AF
740.00	6/8/2010 0:00:00	8890236.00	1a	V	QURU	1037008.00	8409151.00	trace	8.5x11sheet	603.22			AF
741.00	6/8/2010 0:00:00	8890236.00	1a	V	QURU	1043004.00	8409151.00	trace	8.5x11sheet	603.22			AF
742.00	6/8/2010 0:00:00	8890236.00	1a	V	QURU	1029240.00	8409151.00	trace	8.5x11sheet	603.22			AF
743.00	6/8/2010 0:00:00	8890236.00	1a	V	QURU	1057515.00	8409151.00	trace	8.5x11sheet	603.22			AF
744.00	6/17/2010 0:00:00	8890236.00	1a	V	ACRU	536762.00	8409151.00	trace	8.5x11sheet	603.22			AF
745.00	6/17/2010 0:00:00	8890236.00	1b	V	HAVI	780696.00	8409151.00	trace	8.5x11sheet	603.22			AF
746.00	6/8/2010 0:00:00	8890236.00	2a	V	CACA	895393.00	8409151.00	trace	8.5x11sheet	603.22			AF
747.00	6/8/2010 0:00:00	8890236.00	2a	V	CACA	894816.00	8409151.00	trace	8.5x11sheet	603.22			AF
748.00	6/17/2010 0:00:00	8890236.00	2a	V	HAVI	592680.00	8409151.00	trace	8.5x11sheet	603.22			AF
749.00	6/8/2010 0:00:00	8890236.00	2b	V	FAGR	625384.00	8409151.00	trace	8.5x11sheet	603.22			AF
750.00	6/8/2010 0:00:00	8890236.00	2b	V	HAVI	1152922.00	8409151.00	trace	8.5x11sheet	603.22			AF
751.00	6/8/2010 0:00:00	8890236.00	2b	V	FAGR	625241.00	8409151.00	trace	8.5x11sheet	603.22			AF
752.00	6/8/2010 0:00:00	8890236.00	2b	V	HAVI	1178841.00	8409151.00	trace	8.5x11sheet	603.22			AF
753.00	6/8/2010 0:00:00	8890236.00	2b	V	FAGR	625241.00	8409151.00	trace	8.5x11sheet	603.22			AF
754.00	6/8/2010 0:00:00	8890236.00	2b	V	HAVI	1156436.00	8409151.00	trace	8.5x11sheet	603.22			AF
755.00	6/17/2010 0:00:00	8890236.00	2b	V	HAVI	818027.00	8409151.00	trace	8.5x11sheet	603.22			AF
756.00	6/8/2010 0:00:00	8890236.00	3a	V	FAGR	458292.00	8409151.00	trace	8.5x11sheet	603.22			AF
757.00	6/17/2010 0:00:00	8890236.00	3a	V	FAGR	361820.00	8409151.00	trace	8.5x11sheet	603.22			AF
758.00	6/21/2010 0:00:00	8890236.00	3a	V	TIAM	986605.00	8409151.00	trace	8.5x11sheet	603.22			AO
759.00	6/8/2010 0:00:00	8890236.00	3b	V	CACA	388918.00	8409151.00	trace	8.5x11sheet	603.22			AF
760.00	6/17/2010 0:00:00	8890236.00	3b	V	HAVI	649908.00	8409151.00	trace	8.5x11sheet	603.22			AF
761.00	6/21/2010 0:00:00	8890236.00	3b	V	ACSA	661132.00	8409151.00	trace	8.5x11sheet	603.22			AO
762.00	6/17/2010 0:00:00	8890236.00	4a	V	FAGR	325420.00	8409151.00	trace	8.5x11sheet	603.22			AF
763.00	6/11/2011 0:00:00	8890236.00	A	V	HAVI	1055789.00	8409151.00	trace	8.5x11sheet	603.22			AF
764.00	6/28/2011 0:00:00	8890236.00	A	V	HAVI	1103223.00	8409151.00	trace	8.5x11sheet	603.22			AF
765.00	7/7/2011 0:00:00	8890236.00	A	V	HAVI	865044.00	8409151.00	trace	8.5x11sheet	603.22			AF
766.00	6/11/2011 0:00:00	8890236.00	B	V	ACPE	2081494.00	8409151.00	trace	8.5x11sheet	603.22			AF
767.00	6/19/2011 0:00:00	8890236.00	B	V	ACRU	517780.00	8409151.00	trace	8.5x11sheet	603.22			AF
768.00	6/28/2011 0:00:00	8890236.00	B	V	FAGR	319685.00	8409151.00	trace	8.5x11sheet	603.22			AF
769.00	7/7/2011 0:00:00	8890236.00	B	V	AMAR	364410.00	8409151.00	trace	8.5x11sheet	603.22			AF
770.00	6/11/2011 0:00:00	8890236.00	C	V	CACA	366916.00	8409151.00	trace	8.5x11sheet	603.22			AF
771.00	6/28/2011 0:00:00	8890236.00	C	V	FAGR	356169.00	8409151.00	trace	8.5x11sheet	603.22			AF
772.00	7/7/2011 0:00:00	8890236.00	C	V	CACA	289634.00	8409151.00	trace	8.5x11sheet	603.22			AF
773.00	6/11/2011 0:00:00	8890236.00	D	V	HAVI	565956.00	8409151.00	trace	8.5x11sheet	603.22			AF
774.00	6/19/2011 0:00:00	8890236.00	D	V	ACRU	565546.00	8409151.00	trace	8.5x11sheet	603.22			AF
775.00	6/28/2011 0:00:00	8890236.00	D	V	NYSY	1920751.00	8409151.00	trace	8.5x11sheet	603.22			AF
776.00	7/7/2011 0:00:00	8890236.00	D	V	MAAC	2116846.00	8409151.00	trace	8.5x11sheet	603.22			AF
777.00	6/19/2011 0:00:00	8890236.00	E	V	HAVI	737118.00	8409151.00	trace	8.5x11sheet	603.22			AF
778.00	7/7/2011 0:00:00	8890236.00	E	V	COFL	617166.00	8409151.00	trace	8.5x11sheet	603.22			AF
779.00	6/19/2011 0:00:00	8890236.00	G	V	HAVI	954691.00	8409151.00	trace	8.5x11sheet	603.22			AF
780.00	7/7/2011 0:00:00	8890236.00	G	V	HAVI	572716.00	8409151.00	trace	8.5x11sheet	603.22			AF
781.00	6/22/2011 0:00:00	8890236.00	I	V	FAGR	390239.00	8409151.00	trace	8.5x11sheet	603.22			AF
782.00	7/7/2011 0:00:00	8890236.00	I	V	BELE	222632.00	8409151.00	trace	8.5x11sheet	603.22			AF
783.00	7/7/2011 0:00:00	8890236.00	J	V	FAGR	305522.00	8409151.00	trace	8.5x11sheet	603.22			AF
784.00	6/19/2011 0:00:00	8890236.00	L	V	FAGR	319994.00	8409151.00	trace	8.5x11sheet	603.22			AF
785.00	6/22/2011 0:00:00	8890236.00	L	V	CACA	410059.00	8409151.00	trace	8.5x11sheet	603.22		species says iron wood	AF
786.00	7/7/2011 0:00:00	8890236.00	L	V	BEAL	175290.00	8409151.00	trace	8.5x11sheet	603.22			AF
787.00	7/7/2011 0:00:00	8890236.00	M	V	BEAL	402817.00	8409151.00	trace	8.5x11sheet	603.22			AF
788.00	7/7/2011 0:00:00	8890236.00	N	V	ACRU	551126.00	8409151.00	trace	8.5x11sheet	603.22			AF
789.00	7/7/2011 0:00:00	8890236.00	O	V	OXAR	697684.00	8409151.00	trace	8.5x11sheet	603.22			AF
790.00	7/7/2011 0:00:00	8890236.00	P	V	FAGR	688321.00	8409151.00	trace	8.5x11sheet	603.22			AF
791.00	7/7/2011 0:00:00	8890236.00	Q	V	NYSY	872596.00	8409151.00	trace	8.5x11sheet	603.22			AF
792.00	6/19/2011 0:00:00	8890236.00	R	V	CECA	694280.00	8409151.00	trace	8.5x11sheet	603.22			AF
793.00	7/7/2011 0:00:00	8890236.00	R	V	CECA	654517.00	8409151.00	trace	8.5x11sheet	603.22			AF
794.00	6/8/2010 0:00:00	8890517.00	1a	V	QUAL	612408.00	8409151.00	trace	8.5x11sheet	603.22			AF
795.00	6/17/2010 0:00:00	8890517.00	1a	V	NYSY	645699.00	8409151.00	trace	8.5x11sheet	603.22			AF
796.00	6/8/2010 0:00:00	8890517.00	1b	V	NYSY	464536.00	8409151.00	trace	8.5x11sheet	603.22			AF
797.00	6/17/2010 0:00:00	8890517.00	1b	V	NYSY	524534.00	8409151.00	trace	8.5x11sheet	603.22			AF
798.00	6/8/2010 0:00:00	8890517.00	2a	V	CAGL	772728.00	8409151.00	trace	8.5x11sheet	603.22			AF
799.00	6/8/2010 0:00:00	8890517.00	2b	V	ACRU	671346.00	8409151.00	trace	8.5x11sheet	603.22			AF
800.00	6/17/2010 0:00:00	8890517.00	2b	V	ACRU	1079062.00	8409151.00	trace	8.5x11sheet	603.22			AF
801.00	6/17/2010 0:00:00	8890517.00	2b	V	CARY	991603.00	8409151.00	trace	8.5x11sheet	603.22			AF
802.00	6/8/2010 0:00:00	8890517.00	3a	V	COFL	510316.00	8409151.00	trace	8.5x11sheet	603.22		cornus	AF
803.00	6/17/2010 0:00:00	8890517.00	3a	V	ACRU	861531.00	8409151.00	trace	8.5x11sheet	603.22			AF
804.00	6/8/2010 0:00:00	8890517.00	3b	V	ACRU	757676.00	8409151.00	trace	8.5x11sheet	603.22			AF
805.00	6/17/2010 0:00:00	8890517.00	3b	V	ACRU	1147644.00	8409151.00	trace	8.5x11sheet	603.22			AF
806.00	6/8/2010 0:00:00	8890517.00	4a	V		539764.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
807.00	6/17/2010 0:00:00	8890517.00	4a	V	NYSY	610935.00	8409151.00	trace	8.5x11sheet	603.22			AF
808.00	6/8/2010 0:00:00	8890517.00	4b	V	COFL	634979.00	8409151.00	trace	8.5x11sheet	603.22			AF
809.00	6/17/2010 0:00:00	8890517.00	4b	V		701264.00	8409151.00	trace	8.5x11sheet	603.22		no species	AF
810.00	6/16/2010 0:00:00	8890538.00	1a	V	KALA	136322.00	8409151.00	trace	8.5x11sheet	603.22			AF
811.00	6/16/2010 0:00:00	8890538.00	1b	V	KALA	167948.00	8409151.00	trace	8.5x11sheet	603.22			AF
812.00	6/16/2010 0:00:00	8890538.00	2a	V	ACRU	644744.00	8409151.00	trace	8.5x11sheet	603.22			AF
813.00	6/16/2010 0:00:00	8890538.00	2b	V	ACRU	876600.00	8409151.00	trace	8.5x11sheet	603.22			AF
814.00	6/16/2010 0:00:00	8890538.00	3a	V	KALA	172068.00	8409151.00	trace	8.5x11sheet	603.22			AF
815.00	6/16/2010 0:00:00	8890538.00	3b	V	KALA	222895.00	8409151.00	trace	8.5x11sheet	603.22			AF
816.00	6/16/2010 0:00:00	8890538.00	4a	V	KALA	173225.00	8409151.00	trace	8.5x11sheet	603.22			AF
817.00	6/16/2010 0:00:00	8890538.00	4b	V	KALA	221350.00	8409151.00	trace	8.5x11sheet	603.22			AF
818.00	6/22/2010 0:00:00	8890721.00	1a	V	ACPE	1958333.00	8409151.00	trace	8.5x11sheet	603.22			AF
819.00	6/22/2010 0:00:00	8890721.00	1b	V	HAVI	1158627.00	8409151.00	trace	8.5x11sheet	603.22			AF
820.00	6/22/2010 0:00:00	8890721.00	2a	V	TIAM	1914894.00	8409151.00	trace	8.5x11sheet	603.22			AF
821.00	6/22/2010 0:00:00	8890721.00	2b	V	CARY	1283494.00	8409151.00	trace	8.5x11sheet	603.22			AF
822.00	6/22/2010 0:00:00	8890721.00	3a	V	ACPE	2137991.00	8409151.00	trace	8.5x11sheet	603.22			AF
823.00	6/22/2010 0:00:00	8890721.00	3b	V	CARY	1453786.00	8409151.00	trace	8.5x11sheet	603.22			AF
824.00	6/22/2010 0:00:00	8890721.00	4a	V	CARY	1035182.00	8409151.00	trace	8.5x11sheet	603.22			AF
825.00	6/22/2010 0:00:00	8890721.00	4b	V	ACPE	2187136.00	8409151.00	trace	8.5x11sheet	603.22			AF
826.00	6/22/2010 0:00:00	8890745.00	1a	V	NYSY	454372.00	8409151.00	trace	8.5x11sheet	603.22			AF
827.00	6/22/2010 0:00:00	8890745.00	1a	V	NYSY	494292.00	8409151.00	trace	8.5x11sheet	603.22			AF
828.00	6/23/2010 0:00:00	8890745.00	1a	V	NYSY	494808.00	8409151.00	trace	8.5x11sheet	603.22			AF
829.00	6/22/2010 0:00:00	8890745.00	1b	V	PRSE	425255.00	8409151.00	trace	8.5x11sheet	603.22			AF
830.00	6/22/2010 0:00:00	8890745.00	1b	V	PRSE	468875.00	8409151.00	trace	8.5x11sheet	603.22			AF
831.00	6/22/2010 0:00:00	8890745.00	2a	V	UNID	509795.00	8409151.00	trace	8.5x11sheet	603.22			AF
832.00	6/22/2010 0:00:00	8890745.00	2a	V	UNID	241964.00	8409151.00	trace	8.5x11sheet	603.22			AF
