RecordID	Date	Site	Station	SurvType	TreeSpecies	LeafArea_pixels	RefArea_pixels	MeasuredFrom	RefType	RefArea_cm2	SpatialUncertainty	Notes	DataEntry							
1261	5/21/2012	2704132	3C	X	CACA	24553	25552	photo	rect	19.35	1		EJS							
1262	5/21/2012	2704132	3D	V	FAGR	33600	13459	photo	rect	19.35	1		EJS							
1263	5/21/2012	2704132	3D	X	FAGR	18870	12073	photo	rect	19.35	1		EJS							
1264	5/21/2012	2704132	3E	V	FAGR	27682	11587	photo	rect	19.35	1		EJS							
1265	5/21/2012	2704132	3E	X	FAGR	30145	14315	photo	rect	19.35	1		EJS							
1266	5/21/2012	2704132	3F	H	FAGR	49282	22987	photo	rect	19.35	1		EJS							
1267	5/21/2012	2704132	3F	V	ACRU	25598	13693	photo	rect	19.35	999	"post-it reads 3C-V, pic 11"	EJS							
1268	5/21/2012	2704132	3F	X	MAFR	151930	14001	photo	rect	19.35	1		EJS							
1269	5/21/2012	2704132	3F	L							999	missing photo								
1270	5/21/2012	2704132	4A	V	MAFR	64447	5504	photo	rect	19.35	1		EJS							
1271	5/21/2012	2704132	4B	V	ACRU	37471	15407	photo	rect	19.35	1		EJS							
1272	5/21/2012	2704132	4B	H	LITU	47802	8684	photo	rect	19.35	1		EJS							
1273	5/21/2012	2704132	4B	L	QURU	54051	9292	photo	rect	19.35	1		EJS							
1274	5/21/2012	2704132	4C	V	CACA	15551	18174	photo	rect	19.35	1		EJS							
1275	5/21/2012	2704132	4D	H	CACA	32069	31543	photo	rect	19.35	1		EJS							
1276	5/21/2012	2704132	4D	L	TIAM	61940	9700	photo	rect	19.35	1		EJS							
1277	5/21/2012	2704132	4D	V	CACA	26380	15656	photo	rect	19.35	1		EJS							
1278	5/21/2012	2704132	4E	V	ACRU	31018	13185	photo	rect	19.35	1		EJS							
1279	5/21/2012	2704132	5A	V	CLAC	28638	14168	photo	rect	19.35	1		EJS							
1280	5/21/2012	2704132	5B	H	MAAC	72340	9396	photo	rect	19.35	1		EJS							
1281	5/21/2012	2704132	5B	L	ACRU	31711	10735	photo	rect	19.35	1		EJS							
1282	5/21/2012	2704132	5B	V	LITU	50476	11306	photo	rect	19.35	1		EJS							
1283	5/21/2012	2704132	5C	V	MAFR	38014	4638	photo	rect	19.35	1		EJS							
1284	5/21/2012	2704132	5D	H	FAGR	32827	18240	photo	rect	19.35	1		EJS							
1285	5/21/2012	2704132	5D	L	RHMA	36997	9212	photo	rect	19.35	1		EJS							
1286	5/21/2012	2704132	5D	V	RHMA	34693	10694	photo	rect	19.35	1		EJS							
1287	5/21/2012	2704132	5E	V	RHMA	27507	9123	photo	rect	19.35	1		EJS							
1288	5/21/2012	6391108	1A	V	AMAR	17543	10532	photo	rect	19.35	1		EJS							
1289	5/21/2012	6391108	1B	V	CADE	31933	15547	photo	rect	19.35	1		EJS							
1290	5/21/2012	6391108	1B	H	SAAL	25396	13217	photo	rect	19.35	1		EJS							
1291	5/21/2012	6391108	1B	L							999	missing photo								
1292	5/21/2012	6391108	1C	V	RHMA	29198	7564	photo	rect	19.35	1		EJS							
1293	5/21/2012	6391108	1D	H	FAGR	23100	9417	photo	rect	19.35	1		EJS							
1294	5/21/2012	6391108	1D	L	ACSA	43952	12563	photo	rect	19.35	1		EJS							
1295	5/21/2012	6391108	1D	V	ACSA	21953	10026	photo	rect	19.35	1		EJS							
1296	5/21/2012	6391108	1E	V	RHMA	26934	7748	photo	rect	19.35	1		EJS							
1297	5/21/2012	6391108	2A	V	RHMA	67881	20763	photo	rect	19.35	1		SJ							
1298	5/21/2012	6391108	2B	H	ACPE	57808	7051	photo	rect	19.35	1		EJS							
1299	5/21/2012	6391108	2B	L	ACPE	43046	7470	photo	rect	19.35	1		EJS							
1300	5/21/2012	6391108	2B	V	ACSP	60414	9351	photo	rect	19.35	1		EJS							
1301	5/21/2012	6391108	2C	V	FAGR	25172	11106	photo	rect	19.35	1		EJS							
1302	5/21/2012	6391108	2D	H	ACSA	20795	8242	photo	rect	19.35	1		EJS							
1303	5/21/2012	6391108	2D	L	FAGR	35466	13131	photo	rect	19.35	1		EJS							
1304	5/21/2012	6391108	2D	V	FAGR	40985	18044	photo	rect	19.35	1		SJ							
1305	5/21/2012	6391108	2E	V							999	missing photo								
1306	5/21/2012	6391108	3A	V	RHMA	68576	13788	photo	rect	19.35	1		EJS							
1307	5/21/2012	6391108	3A	X	RHMA	33493	6957	photo	rect	19.35	1		EJS							
1308	5/21/2012	6391108	3B	V	RHMA	23578	5689	photo	rect	19.35	1		SJ							
1309	5/21/2012	6391108	3B	X	RHMA	38148	10030	photo	rect	19.35	1		SJ							
1310	5/21/2012	6391108	3C	H	BEAL	13972	11981	photo	rect	19.35	1		EJS							
1311	5/21/2012	6391108	3C	L	RHMA	19773	5209	photo	rect	19.35	1		EJS							
1312	5/21/2012	6391108	3C	X	RHMA	21875	7279	photo	rect	19.35	1		EJS							
1313	5/21/2012	6391108	3C	V							999	missing photo								
1314	5/21/2012	6391108	3D	V	RHMA	77370	19642	photo	rect	19.35	1		SJ							
1315	5/21/2012	6391108	3D	X	CADE	111774	20324	photo	rect	19.35	1		SJ							
1316	5/21/2012	6391108	3E	V	RHMA	27235	8627	photo	rect	19.35	1		EJS							
1317	5/21/2012	6391108	3E	X	BELE	19523	8102	photo	rect	19.35	1		EJS							
1318	5/21/2012	6391108	3F	H	HAVI	35225	16316	photo	rect	19.35	1		EJS							
1319	5/21/2012	6391108	3F	L	HAVI	30838	13212	photo	rect	19.35	1		EJS							
1320	5/21/2012	6391108	3F	V	HACA	28484	18717	photo	rect	19.35	1		EJS							
1321	5/21/2012	6391108	3F	X							999	missing photo								
1322	5/21/2012	6391108	4A	V	RHMA	24518	6534	photo	rect	19.35	1		EJS							
1323	5/21/2012	6391108	4B	V	AEFL	24576	12560	photo	rect	19.35	1		EJS							
1324	5/21/2012	6391108	4B	H	BEAL	13306	10963	photo	rect	19.35	1		EJS							
1325	5/21/2012	6391108	4B	L	ACRV	28769	11070	photo	rect	19.35	1		EJS							
1326	5/21/2012	6391108	4C	V	RHMA	21327	7485	photo	rect	19.35	1		EJS							
1327	5/21/2012	6391108	4D	H	KALA	6808	10113	photo	rect	19.35	1		EJS							
1328	5/21/2012	6391108	4D	L	RHMA	24409	5518	photo	rect	19.35	1		EJS							
1329	5/21/2012	6391108	4D	V	RHMA	19631	6732	photo	rect	19.35	1		EJS							
1330	5/21/2012	6391108	4E	V	RHMA	26494	6563	photo	rect	19.35	1		EJS							
1331	5/21/2012	6391108	5A	V	RHMA	21062	7238	photo	rect	19.35	1		EJS							
1332	5/21/2012	6391108	5B	H	CADE	25485	6793	photo	rect	19.35	1		EJS							
1333	5/21/2012	6391108	5B	L	QURU	30887	7559	photo	rect	19.35	1		EJS							
1334	5/21/2012	6391108	5B	V	HACA	47854	11808	photo	rect	19.35	1		EJS							
1335	5/21/2012	6391108	5C	V	RHMA	23379	7284	photo	rect	19.35	1		EJS							
1336	5/21/2012	6391108	5D	H	BEAL	19729	14525	photo	rect	19.35	1		EJS							
1337	5/21/2012	6391108	5D	L	RHMA	20266	5295	photo	rect	19.35	1		EJS							
1338	5/21/2012	6391108	5D	V	RHMA	25512	6801	photo	rect	19.35	1		EJS							
1339	5/21/2012	6391108	5E	V	HACA	25341	7578	photo	rect	19.35	1		EJS							
1340	5/22/2012	6302205	1A	V	RHMA	28379	9910	photo	rect	19.35	1		EJS							
1341	5/22/2012	6302205	1B	V	ACRU	18212	4524	photo	rect	19.35	1		EJS							
1342	5/22/2012	6302205	1B	H	ACPE	23864	4099	photo	rect	19.35	1		EJS							
1343	5/22/2012	6302205	1B	L	ACRU	22708	6744	photo	rect	19.35	1		EJS							
1344	5/22/2012	6302205	1C	V							999	missing photo								
1345	5/22/2012	6302205	1D	H	HACA	10077	5184	photo	rect	19.35	1		EJS							
1346	5/22/2012	6302205	1D	L	TIAM	17392	3822	photo	rect	19.35	1		EJS							
1347	5/22/2012	6302205	1D	V	ACRU	16034	5250	photo	rect	19.35	999	"labeled 1E-V, pic 24"								
1348	5/22/2012	6302205	1E	V	OXAR	9307	5994	photo	rect	19.35	999	"duplicate, pic 22"								
1349	5/22/2012	6302205	2A	V	ACRU	18577	5338	photo	rect	19.35	1		EJS							
1350	5/22/2012	6302205	2B	H	CARY	10452	3460	photo	rect	19.35	1		EJS							
1351	5/22/2012	6302205	2B	L	ACRU	15899	4232	photo	rect	19.35	1		EJS							
1352	5/22/2012	6302205	2B	V	COAL	30750	14577	photo	rect	19.35	1		EJS							
1353	5/22/2012	6302205	2C	V	ACRU	34095	10659	photo	rect	19.35	1		EJS							
1354	5/22/2012	6302205	2D	H	ACRU	11678	3511	photo	rect	19.35	1		EJS							
1355	5/22/2012	6302205	2D	L	LITU	12427	3632	photo	rect	19.35	1		EJS							
1356	5/22/2012	6302205	2D	V	ACRU	36123	9132	photo	rect	19.35	1		EJS							
1357	5/22/2012	6302205	2E	V	ACRU	22386	3827	photo	rect	19.35	1		EJS							
1358	5/22/2012	6302205	3A	V	FAGR	13835	7484	photo	rect	19.35	1		EJS							
1359	5/22/2012	6302205	3A	X	FAGR	15934	7491	photo	rect	19.35	1		EJS							
1360	5/22/2012	6302205	3B	V	KALA	7254	6472	photo	rect	19.35	1		EJS							
1361	5/22/2012	6302205	3B	X	KALA	8262	7609	photo	rect	19.35	1		EJS							
1362	5/22/2012	6302205	3C	H	ACRU	11167	4057	photo	rect	19.35	1		EJS							
1363	5/22/2012	6302205	3C	V	KALA	21785	16523	photo	rect	19.35	1		EJS							
1364	5/22/2012	6302205	3C	X	KALA	7061	7750	photo	rect	19.35	1		EJS							
1365	5/22/2012	6302205	3C	L							999	missing photo								
1366	5/22/2012	6302205	3D	V	ACRU	21012	7821	photo	rect	19.35	1		EJS							
1367	5/22/2012	6302205	3D	X	ACRU	13250	7737	photo	rect	19.35	1		EJS							
1368	5/22/2012	6302205	3E	V	ACRU	21137	7061	photo	rect	19.35	1		EJS							
1369	5/22/2012	6302205	3E	X	ACRU	37951	14506	photo	rect	19.35	1		EJS							
1370	5/22/2012	6302205	3F	H	NYSY	13533	5402	photo	rect	19.35	1		EJS							
1371	5/22/2012	6302205	3F	L	HACA	6958	4110	photo	rect	19.35	1		EJS							
1372	5/22/2012	6302205	3F	V	KALA	10701	8401	photo	rect	19.35	1		EJS							
1373	5/22/2012	6302205	3F	X	KALA	17018	16511	photo	rect	19.35	1		EJS							
1374	5/22/2012	6302205	4A	V	UNID	20281	10665	photo	rect	19.35	1		EJS							
1375	5/22/2012	6302205	4B	V	KALA	9148	7075	photo	rect	19.35	1		EJS							
1376	5/22/2012	6302205	4B	H	COPL	8704	3409	photo	rect	19.35	1		EJS							
1377	5/22/2012	6302205	4B	L	KALA	5512	4586	photo	rect	19.35	1		EJS							
1378	5/22/2012	6302205	4C	V	KALA	11588	14880	photo	rect	19.35	1		EJS							
1379	5/22/2012	6302205	4D	H	NYSY	11386	5435	photo	rect	19.35	1		EJS							
1380	5/22/2012	6302205	4D	L	NYSY	7192	4790	photo	rect	19.35	1		EJS							
1381	5/22/2012	6302205	4D	V	KALA	18766	22548	photo	rect	19.35	1		EJS							
1382	5/22/2012	6302205	4E	V	KALA	17822	10591	photo	rect	19.35	1		EJS							
1383	5/22/2012	6302205	5A	V	RHMA	32735	6802	photo	rect	19.35	1		EJS							
1384	5/22/2012	6302205	5B	H	RHMA	10136	2980	photo	rect	19.35	1		EJS							
1385	5/22/2012	6302205	5B	L	RHMA	18735	4708	photo	rect	19.35	1		EJS							
1386	5/22/2012	6302205	5B	V	RHMA	29933	7110	photo	rect	19.35	1		EJS							
1387	5/22/2012	6302205	5C	V	KALA	15953	14727	photo	rect	19.35	1		EJS							
1388	5/22/2012	6302205	5D	H	ACRU	9218	4082	photo	rect	19.35	1		EJS							
1389	5/22/2012	6302205	5D	L	KALA	7509	4181	photo	rect	19.35	1		EJS							
1390	5/22/2012	6302205	5D	V	KALA	14448	16493	photo	rect	19.35	1		EJS							
1391	5/22/2012	6302205	5E	V	KALA	21153	15101	photo	rect	19.35	1		EJS							
1392	5/22/2012	6302205			TIAM	34500	7788	photo	rect	19.35	999	"no station, pic 46"								
1393	5/22/2012	8290243	999	999	TIAM	109616	22438	photo	rect	19.35	999	station and survtype not listed	SJ							
1394	5/22/2012	8290243	1A	V	RHMA	31561	6731	photo	rect	19.35	1		EJS							
1395	5/22/2012	8290243	1B	V	HAVI	22962	5468	photo	rect	19.35	999	"duplicate, pic 8"	EJS							
1396	5/22/2012	8290243	1B	H	AEFL	30987	15987	photo	rect	19.35	1		EJS							
1397	5/22/2012	8290243	1B	L	QURU	48357	11378	photo	rect	19.35	999	"duplicate, pic 16"	EJS							
1398	5/22/2012	8290243	1B	L	QURU	49274	25278	photo	rect	19.35	999	"labeled 1B-L, pic 35; wrong species?"	EJS							
1399	5/22/2012	8290243	1C	V							999	missing photo								
1400	5/22/2012	8290243	1D	L	RHMA	44860	10698	photo	rect	19.35	1		EJS							
1401	5/22/2012	8290243	1D	V	RHMA	28868	5115	photo	rect	19.35	1		EJS							
1402	5/22/2012	8290243	1D	H							999	missing photo								
1403	5/22/2012	8290243	1E	V	HAVI	23073	5478	photo	rect	19.35	999	"labeled 1B-V, pic 26"	EJS							
1404	5/22/2012	8290243	2A	V	KALA	12011	12195	photo	rect	19.35	1		EJS							
1405	5/22/2012	8290243	2B	H	ACRU	32578	7580	photo	rect	19.35	1		EJS							
1406	5/22/2012	8290243	2B	L	RHMA	52324	12684	photo	rect	19.35	999	"duplicate, pic 36"	EJS							
1407	5/22/2012	8290243	2B	V	RHMA	20890	6142	photo	rect	19.35	1		EJS							
1408	5/22/2012	8290243	2B	L	OXAR	31886	14742	photo	rect	19.35	999	"labeled 2B-L, pic 38"	EJS							
1409	5/22/2012	8290243	2C	V							999	missing photo								
1410	5/22/2012	8290243	2D	H	UNID	28771	14079	photo	rect	19.35	1		EJS							
1411	5/22/2012	8290243	2D	L	RHMA	41982	11503	photo	rect	19.35	1		EJS							
1412	5/22/2012	8290243	2D	V	OXAR	34269	23570	photo	rect	19.35	1		EJS							
1413	5/22/2012	8290243	2E	V	RHMA	34970	10426	photo	rect	19.35	1		EJS							
1414	5/22/2012	8290243	3A	V	AEFL	29711	6381	photo	rect	19.35	1		EJS							
1415	5/22/2012	8290243	3A	X	RHMA	23813	10190	photo	rect	19.35	1		EJS							
1416	5/22/2012	8290243	3B	X	RHMA	20708	8398	photo	rect	19.35	1		EJS							
1417	5/22/2012	8290243	3B	V							999	missing photo								
1418	5/22/2012	8290243	3C	H	ACSA	30371	8556	photo	rect	19.35	1		EJS							
1419	5/22/2012	8290243	3C	L	ACPE	34640	6474	photo	rect	19.35	999	"labeled 3F-L, pic 46"	EJS							
1420	5/22/2012	8290243	3C	V	AEFL	38454	12985	photo	rect	19.35	1		EJS							
1421	5/22/2012	8290243	3C	X	RHMA	30660	7435	photo	rect	19.35	999	"duplicate, pic 2"	EJS							
1422	5/22/2012	8290243	3C	X	RHMA	45028	10379	photo	rect	19.35	999	"labeled 3C-X, pic 4"	EJS							
1423	5/22/2012	8290243	3C	X	RHMA	30447	7348	photo	rect	19.35	999	"listed as 3CX, pic 22"	SJ							
1424	5/22/2012	8290243	3D	X	HAVI	33455	12228	photo	rect	19.35	1		EJS							
1425	5/22/2012	8290243	3D	V							999	missing photo								
1426	5/22/2012	8290243	3E	X	RHMA	27500	9933	photo	rect	19.35	1		EJS							
1427	5/22/2012	8290243	3E	V							999	missing photo								
1428	5/22/2012	8290243	3F	H	ACSP	44652	5789	photo	rect	19.35	999	"listed as 3FV, pic 24"	EJS							
1429	5/22/2012	8290243	3F	L	ACPE	51167	5793	photo	rect	19.35	999	"duplicate, pic 40"	EJS							
1430	5/22/2012	8290243	3F	V	ACSP	35378	4601	photo	rect	19.35	999	"duplicate, pic 5"	EJS							
1431	5/22/2012	8290243	3F	X	RHMA	39457	9048	photo	rect	19.35	1		EJS							
1432	5/22/2012	8290243	4A	V							999	missing photo								
1433	5/22/2012	8290243	4B	V	RHMA	16530	7057	photo	rect	19.35	1		EJS							
1434	5/22/2012	8290243	4B	H	MAFR	65128	6512	photo	rect	19.35	1		EJS							
1435	5/22/2012	8290243	4B	L	RHMA	31630	12082	photo	rect	19.35	1		EJS							
1436	5/22/2012	8290243	4C	V	RHMA	65319	19280	photo	rect	19.35	1		EJS							
1437	5/22/2012	8290243	4D	H	MAFR	78618	8012	photo	rect	19.35	1		EJS							
1438	5/22/2012	8290243	4D	L	MAFR	46263	10602	photo	rect	19.35	999	RHMA? Pic 34	SJ							
1439	5/22/2012	8290243	4D	V	RHMA	39718	10083	photo	rect	19.35	1		EJS							
1440	5/22/2012	8290243	4E	V	ACPE	40561	7784	photo	rect	19.35	1		EJS							
1441	5/22/2012	8290243	5A	V	KALA	16334	22467	photo	rect	19.35	999	"duplicate, pic 13"	EJS							
1442	5/22/2012	8290243	5A	V	RHMA	34863	11177	photo	rect	19.35	999	"labeled 5A-V, pic 27"	EJS							
1443	5/22/2012	8290243	5B	H	ACRU	33302	11090	photo	rect	19.35	1		EJS							
1444	5/22/2012	8290243	5B	L	KALA	12248	16403	photo	rect	19.35	1		EJS							
1445	5/22/2012	8290243	5B	V	RHMA	61463	20561	photo	rect	19.35	1		EJS							
1446	5/22/2012	8290243	5C	V	RHMA	37712	11018	photo	rect	19.35	1		EJS							
1447	5/22/2012	8290243	5D	L	ACRU	43319	7267	photo	rect	19.35	1		EJS							
1448	5/22/2012	8290243	5D	V	RHMA	31965	7609	photo	rect	19.35	1		EJS							
1449	5/22/2012	8290243	5D	H							999	missing photo								
1450	5/22/2012	8290243	5E	V	PYPU	73781	30496	photo	rect	19.35	999	"duplicate, pic 23"	EJS							
1451	5/22/2012	8290243	5E	V	RHMA	65319	19280	photo	rect	19.35	999	"labeled 5E-V, pic 29"	EJS							
1452	5/24/2012	8290339	1A	V	FAGR	23447	11314	photo	rect	19.35	999	"duplicate, pic 29"								
1453	5/24/2012	8290339	1A	V	FAGR	34630	17019	photo	rect	19.35	999	"duplicate, pic 39"								
1454	5/24/2012	8290339	1B	V	ACPE	49217	5871	photo	rect	19.35	999	"duplicate, pic 12"								
1455	5/24/2012	8290339	1B	H	ACPE	40972	12769	photo	rect	19.35	1		EJS							
1456	5/24/2012	8290339	1B	L	FAGR	20600	9513	photo	rect	19.35	1		EJS							
1457	5/24/2012	8290339	1B	V	ACPE	52907	6869	photo	rect	19.35	999	"duplicate, pic 27"								
1458	5/24/2012	8290339	1C	V	FAGR	22755	10051	photo	rect	19.35	1		EJS							
1459	5/24/2012	8290339	1C	V	FAGR	52171	16979	photo	rect	19.35	999	"duplicate, pic 33"								
1460	5/24/2012	8290339	1D	H	ACRU	35057	6395	photo	rect	19.35	1		EJS							
1461	5/24/2012	8290339	1D	L	AEFL	47166	8056	photo	rect	19.35	1		EJS							
1462	5/24/2012	8290339	1D	V	TIAM	68749	8474	photo	rect	19.35	999	"duplicate, pic 31"								
1463	5/24/2012	8290339	1D	V	TIAM	47570	6538	photo	rect	19.35	999	"duplicate, pic 37"								
1464	5/24/2012	8290339	1E	V	FAGR	33909	11840	photo	rect	19.35	999	"duplicate, pic 28"								
1465	5/24/2012	8290339	1E	V	FAGR	36904	12213	photo	rect	19.35	999	"duplicate, pic 38"								
1466	5/24/2012	8290339	2A	V	HAVI	41436	16334	photo	rect	19.35	1		EJS							
1467	5/24/2012	8290339	2B	H	HAVI	34708	9493	photo	rect	19.35	1		EJS							
1468	5/24/2012	8290339	2B	L	FAGR	28650	8964	photo	rect	19.35	1		EJS							
1469	5/24/2012	8290339	2B	V	FAGR	14853	5846	photo	rect	19.35	1		EJS							
1470	5/24/2012	8290339	2C	V	CADE	48968	15662	photo	rect	19.35	1		EJS							
1471	5/24/2012	8290339	2D	H	ACRU	27785	8668	photo	rect	19.35	1		EJS							
1472	5/24/2012	8290339	2D	L	FAGR	37547	12630	photo	rect	19.35	1		EJS							
1473	5/24/2012	8290339	2D	V	HACA	29205	17107	photo	rect	19.35	999	"labeled as 5D-V, pic 32"								
1474	5/24/2012	8290339	2E	V	BEAL	31634	14452	photo	rect	19.35	1		EJS							
1475	5/24/2012	8290339	3A	V	HACA	16936	7734	photo	rect	19.35	1		EJS							
1476	5/24/2012	8290339	3A	X	HACA	31122	10359	photo	rect	19.35	1		EJS							
1477	5/24/2012	8290339	3B	V	HACA	24590	12141	photo	rect	19.35	1		EJS							
1478	5/24/2012	8290339	3B	X	HACA	32266	15475	photo	rect	19.35	1		EJS							
1479	5/24/2012	8290339	3C	H	ACRU	33591	8753	photo	rect	19.35	1		EJS							
1480	5/24/2012	8290339	3C	L	ACRU	39454	9829	photo	rect	19.35	1		EJS							
1481	5/24/2012	8290339	3C	V	CADE	55370	16302	photo	rect	19.35	1		EJS							
1482	5/24/2012	8290339	3C	X	PYPU	27028	13033	photo	rect	19.35	1		EJS							
1483	5/24/2012	8290339	3D	V	CADE	35923	10261	photo	rect	19.35	1		EJS							
1484	5/24/2012	8290339	3D	X	CADE	36634	8948	photo	rect	19.35	1		EJS							
1485	5/24/2012	8290339	3E	V	FAGR	27722	10528	photo	rect	19.35	1		EJS							
1486	5/24/2012	8290339	3E	X	FAGR	27404	12456	photo	rect	19.35	1		EJS							
1487	5/24/2012	8290339	3F	H	BEAL	16888	12922	photo	rect	19.35	1		EJS							
1488	5/24/2012	8290339	3F	L	FAGR	24523	11706	photo	rect	19.35	1		EJS							
1489	5/24/2012	8290339	3F	V	FAGR	47469	20603	photo	rect	19.35	1		EJS							
1490	5/24/2012	8290339	3F	X	FAGR	12723	5602	photo	rect	19.35	1		EJS							
1491	5/24/2012	8290339	4A	V	FAGR	32022	10172	photo	rect	19.35	1		EJS							
1492	5/24/2012	8290339	4B	V	BEAL	26566	12986	photo	rect	19.35	1		EJS							
1493	5/24/2012	8290339	4B	H	FAGR	39692	15069	photo	rect	19.35	1		EJS							
1494	5/24/2012	8290339	4B	L	FAGR	31696	8883	photo	rect	19.35	1		EJS							
1495	5/24/2012	8290339	4C	V	ULRU	21388	8132	photo	rect	19.35	1		EJS							
1496	5/24/2012	8290339	4D	H	BEAL	14646	9731	photo	rect	19.35	1		EJS							
1497	5/24/2012	8290339	4D	L	ACRU	51099	11816	photo	rect	19.35	1		EJS							
1498	5/24/2012	8290339	4D	V	ACPE	35567	5281	photo	rect	19.35	1		EJS							
1499	5/24/2012	8290339	4E	V	BEAL	21412	15951	photo	rect	19.35	1		EJS							
1500	5/24/2012	8290339	5A	V	ACPE	37651	8549	photo	rect	19.35	1		EJS							
1501	5/24/2012	8290339	5B	H	HACA	21783	9557	photo	rect	19.35	1		EJS							
1502	5/24/2012	8290339	5B	L	FAGR	29503	14802	photo	rect	19.35	1		EJS							
1503	5/24/2012	8290339	5B	V	ACRU	14286	5397	photo	rect	19.35	1		EJS							
1504	5/24/2012	8290339	5C	V	ACPE	34567	5696	photo	rect	19.35	1		EJS							
1505	5/24/2012	8290339	5D	H	BEAL	24694	11436	photo	rect	19.35	1		EJS							
1506	5/24/2012	8290339	5D	L	HACA	32189	13094	photo	rect	19.35	1		EJS							
1507	5/24/2012	8290339	5D	V	HACA	25637	10846	photo	rect	19.35	1		EJS							
1508	5/24/2012	8290339	5E	V	FAGR	32415	16575	photo	rect	19.35	1		EJS							
1509	5/24/2012	8290344	1A	V	ACRU	34626	12768	photo	rect	19.35	1		EJS							
1510	5/24/2012	8290344	1B	V	ILMO	20679	22978	photo	rect	19.35	1		EJS							
1511	5/24/2012	8290344	1B	H	SAAL	43430	8521	photo	rect	19.35	1		EJS							
1512	5/24/2012	8290344	1B	L	ILMO	21505	26908	photo	rect	19.35	1		EJS							
1513	5/24/2012	8290344	1C	V	FAGR	26757	10910	photo	rect	19.35	1		EJS							
1514	5/24/2012	8290344	1D	H	ACSA	40921	16595	photo	rect	19.35	1		EJS							
1515	5/24/2012	8290344	1D	L	FAGR	46323	17523	photo	rect	19.35	1		EJS							
1516	5/24/2012	8290344	1D	V	ACPE	45087	6235	photo	rect	19.35	1		EJS							
1517	5/24/2012	8290344	1E	V	ACPE	51729	6257	photo	rect	19.35	1		EJS							
1518	5/24/2012	8290344	2A	V	FAGR	28797	20274	photo	rect	19.35	1		EJS							
1519	5/24/2012	8290344	2B	H	MAFR	81400	4694	photo	rect	19.35	1		EJS							
1520	5/24/2012	8290344	2B	L	MAER	70020	9804	photo	rect	19.35	1		EJS							
1521	5/24/2012	8290344	2B	V	FAGR	27033	10025	photo	rect	19.35	1		EJS							
1522	5/24/2012	8290344	2C	V	ACPE	57291	10078	photo	rect	19.35	1		EJS							
1523	5/24/2012	8290344	2D	H	FAGR	41101	15783	photo	rect	19.35	1		EJS							
1524	5/24/2012	8290344	2D	L	FAGR	54683	24451	photo	rect	19.35	1		EJS							
1525	5/24/2012	8290344	2D	V							999	missing photo								
1526	5/24/2012	8290344	2E	V	FAGR	30722	22380	photo	rect	19.35	1		EJS							
1527	5/24/2012	8290344	3A	V	AEFL	29647	6381	photo	rect	19.35	1		EJS							
1528	5/24/2012	8290344	3A	X	FAGR	25800	7847	photo	rect	19.35	1		EJS							
1529	5/24/2012	8290344	3B	V	ACRU	26209	11304	photo	rect	19.35	1		EJS							
1530	5/24/2012	8290344	3B	X	ACRU	30485	9323	photo	rect	19.35	1		EJS							
1531	5/24/2012	8290344	3C	H	ACRU	35703	12263	photo	rect	19.35	1		EJS							
1532	5/24/2012	8290344	3C	L	ACPE	36157	7168	photo	rect	19.35	1		EJS							
1533	5/24/2012	8290344	3C	V	FAGR	34043	12600	photo	rect	19.35	999	"duplicate, pic 1"	EJS							
1534	5/24/2012	8290344	3C	X	NYSY	35836	14170	photo	rect	19.35	1		EJS							
1535	5/24/2012	8290344	3D	X	FAGR	30113	10971	photo	rect	19.35	1		EJS							
1536	5/24/2012	8290344	3D	V							999	missing photo								
1537	5/24/2012	8290344	3E	V	ACPE	51134	6395	photo	rect	19.35	1		EJS							
1538	5/24/2012	8290344	3E	X	FAGR	40808	20440	photo	rect	19.35	1		EJS							
1539	5/24/2012	8290344	3F	H	FAGR	39971	17799	photo	rect	19.35	1		EJS							
1540	5/24/2012	8290344	3F	L	ACPE	48208	9686	photo	rect	19.35	1		EJS							
1541	5/24/2012	8290344	3F	V	RHMA	38503	10383	photo	rect	19.35	999	"labeled 3C-V, pic 5"	EJS							
1542	5/24/2012	8290344	3F	X	FAGR	42225	17099	photo	rect	19.35	1		EJS							
1543	5/24/2012	8290344	4A	V	RHMA	24061	8142	photo	rect	19.35	1		EJS							
1544	5/24/2012	8290344	4B	V	ILMO	14799	16820	photo	rect	19.35	1		EJS							
1545	5/24/2012	8290344	4B	H	OYAR	35574	22685	photo	rect	19.35	1		EJS							
1546	5/24/2012	8290344	4B	L	KALA	24226	21355	photo	rect	19.35	1		EJS							
1547	5/24/2012	8290344	4C	V							999	missing photo								
1548	5/24/2012	8290344	4D	H	FAGR	41828	14652	photo	rect	19.35	1		EJS							
1549	5/24/2012	8290344	4D	L	ACPE	49880	7254	photo	rect	19.35	1		EJS							
1550	5/24/2012	8290344	4D	V	FAGR	38280	14352	photo	rect	19.35	1		EJS							
1551	5/24/2012	8290344	4E	V	FAGR	38785	29561	photo	rect	19.35	1		EJS							
1552	5/24/2012	8290344	5A	V	FAGR	30164	10555	photo	rect	19.35	1		EJS							
1553	5/24/2012	8290344	5B	H	ACPE	69308	11555	photo	rect	19.35	1		EJS							
1554	5/24/2012	8290344	5B	L	ILMO	30033	28715	photo	rect	19.35	1		EJS							
1555	5/24/2012	8290344	5B	V	CADE	38793	7555	photo	rect	19.35	1		EJS							
1556	5/24/2012	8290344	5C	V	FAGR	44216	17834	photo	rect	19.35	1		EJS							
